BOROUGH,NEIGHBORHOOD,BUILDING_CATEGORY,ADDRESS,ZIP_CODE,LAND_SQR_FT,GROSS_SQR_FT,YEAR_BUILT,PRICE,long,lat
BRONX,SCHUYLERVILLE/PELHAM BAY ,TWO FAMILY HOMES,1339 BALCOM                              ,10461,1800,1638,1955,382000,-73.837158203125,40.83681106567383
BRONX,MORRIS PARK/VAN NEST     ,TWO FAMILY HOMES,782 VAN NEST AVENUE                      ,10462,1805,1900,1975,589000,-73.8624496459961,40.844268798828125
STATEN ISLAND,ROSSVILLE-CHARLESTON,ONE FAMILY HOME,12 TOPSIDE LANE,10309,1550,2650,2006,745000,-74.24076843261719,40.529170989990234
QUEENS,ROSEDALE                 ,TWO FAMILY HOMES,148-81 262 PLACE                         ,11422,3844,2306,1972,572400,-73.7251968383789,40.65256118774414
QUEENS,ARVERNE                  ,TWO FAMILY HOMES,460 BEACH 72 STREET                      ,11692,3000,2068,1950,350000,-73.78459167480469,40.596744537353516
STATEN ISLAND,PRINCES BAY              ,TWO FAMILY HOMES,238 HOLTON AVENUE                        ,10309,4360,2868,1999,685000,-74.1953125,40.519989013671875
BRONX,CASTLE HILL/UNIONPORT    ,TWO FAMILY HOMES,1985 GLEASON AVE                         ,10472,2060,1522,1945,383000,-74.11316680908203,40.62331771850586
QUEENS,LITTLE NECK              ,ONE FAMILY HOME,5328 MARATHON PARKWAY                    ,11362,4300,1758,1960,460000,-73.7325210571289,40.76116943359375
BRONX,SOUNDVIEW,TWO FAMILY HOMES,646 UNDERHILL AVE,10473,1950,2748,2001,650000,-73.85932922363281,40.81892013549805
QUEENS,MASPETH                  ,THREE FAMILY HOMES,51-10 67TH   STREET                      ,11377,2600,2500,1975,945000,-73.89810943603516,40.73480987548828
BROOKLYN,CANARSIE,ONE FAMILY HOME,1243 REMSEN AVENUE,11236,1658,1782,1955,555000,-73.9049072265625,40.63957977294922
BROOKLYN,CANARSIE,TWO FAMILY HOMES,10105 AVENUE L,11236,2000,1540,1955,620000,-73.89214324951172,40.64099884033203
BROOKLYN,GRAVESEND                ,TWO FAMILY HOMES,138 BAY 53RD STREET                      ,11214,2933,3327,2006,712773,-73.9872817993164,40.58300018310547
BROOKLYN,BATH BEACH               ,TWO FAMILY HOMES,8626 BAY 16 STREET                       ,11214,2239,1914,1950,600000,-73.98422241210938,40.60932159423828
BROOKLYN,CANARSIE,ONE FAMILY HOME,1324 EAST 103RD STREET,11236,2600,1080,1955,412000,-73.88849639892578,40.639400482177734
BROOKLYN,OCEAN PARKWAY-SOUTH      ,ONE FAMILY HOME,316 GRAVESEND NECK ROAD                  ,11223,7055,3120,2011,1025000,-73.96766662597656,40.594539642333984
QUEENS,WHITESTONE               ,THREE FAMILY HOMES,23-09 143 STREET                         ,11357,3200,2836,1975,910000,-73.79495239257812,40.799259185791016
QUEENS,REGO PARK                ,ONE FAMILY HOME,99-30 65TH   ROAD                        ,11374,2000,2156,1945,628000,-73.85405731201172,40.72908020019531
QUEENS,FLUSHING-NORTH           ,TWO FAMILY HOMES,43-46 194 STREET                         ,11358,2558,1664,1950,538000,-73.78762817382812,40.7576904296875
BRONX,EAST TREMONT             ,TWO FAMILY HOMES,866 HORNADAY PLACE                       ,10460,2973,2400,1997,345000,-73.8820571899414,40.84627914428711
QUEENS,HOLLIS HILLS             ,ONE FAMILY HOME,219-70 STEWART ROAD                      ,11427,4725,1696,1955,715000,-73.74857330322266,40.732398986816406
STATEN ISLAND,WEST NEW BRIGHTON        ,ONE FAMILY HOME,52 WINEGAR LANE                          ,10310,2160,1670,2003,304098,-74.11714935302734,40.6356201171875
BRONX,PELHAM PARKWAY SOUTH     ,TWO FAMILY HOMES,2029 PAULDING AVENUE                     ,10462,2500,2600,1963,550000,-73.85935974121094,40.85316848754883
BROOKLYN,CANARSIE                 ,TWO FAMILY HOMES,1120 EAST 84TH STREET                    ,11236,2133,2790,2013,625000,-73.90640258789062,40.63359832763672
BRONX,KINGSBRIDGE HTS/UNIV HTS ,THREE FAMILY HOMES,2178 DAVIDSON AVE                        ,10453,1300,4000,2006,620000,-73.90560150146484,40.85710144042969
STATEN ISLAND,STAPLETON-CLIFTON        ,ONE FAMILY HOME,67A TOWNSEND AVENUE                      ,10304,1800,1400,2005,365000,-74.07363891601562,40.61997985839844
QUEENS,OZONE PARK               ,TWO FAMILY HOMES,105-01 91ST STREET                       ,11417,1733,1760,1960,519000,-73.84751892089844,40.679901123046875
STATEN ISLAND,ANNADALE                 ,ONE FAMILY HOME,30 GENTILE COURT                         ,10312,13950,5900,1999,999999,-74.18045806884766,40.528438568115234
STATEN ISLAND,HUGUENOT                 ,ONE FAMILY HOME,600 IONIA AVENUE                         ,10312,4000,2300,1965,557500,-74.19267272949219,40.538238525390625
QUEENS,HOWARD BEACH             ,TWO FAMILY HOMES,153-22 82 STREET                         ,11414,4280,2496,1960,755000,-73.82904052734375,40.6662483215332
QUEENS,JACKSON HEIGHTS          ,ONE FAMILY HOME,30-34 86TH STREET                        ,11369,1900,1790,1945,442500,-73.88273620605469,40.76055908203125
BRONX,WILLIAMSBRIDGE           ,TWO FAMILY HOMES,871 EAST 226TH STREET                    ,10466,2514,2354,1950,320000,-73.85452270507812,40.88690185546875
QUEENS,SO. JAMAICA-BAISLEY PARK ,TWO FAMILY HOMES,140-32 BASCOM AVENUE                     ,11436,3714,1870,1997,465000,-73.79915618896484,40.67313003540039
QUEENS,MIDDLE VILLAGE           ,ONE FAMILY HOME,60-26 77 PLACE                           ,11379,1800,1911,1945,484250,-73.86807250976562,40.72726058959961
BRONX,PELHAM PARKWAY NORTH     ,TWO FAMILY HOMES,2455 ESPLANADE AVENUE                    ,10469,9000,2052,1960,600000,-73.85232543945312,40.8626594543457
STATEN ISLAND,MIDLAND BEACH            ,ONE FAMILY HOME,1191 MASON AVENUE                        ,10306,2000,2000,2000,495000,-74.09741973876953,40.575260162353516
QUEENS,FRESH MEADOWS            ,ONE FAMILY HOME,75-43 181 STREET                         ,11366,4000,1155,1950,695000,-73.7725601196289,40.73250961303711
QUEENS,FLUSHING-SOUTH           ,ONE FAMILY HOME,67-33 172ND   STREET                     ,11365,4655,2552,1950,750000,-73.79731750488281,40.733619689941406
STATEN ISLAND,TOTTENVILLE              ,ONE FAMILY HOME,43 JOLINE LANE                           ,10307,3780,3718,2006,999922,-74.23502349853516,40.50185012817383
BROOKLYN,MIDWOOD                  ,ONE FAMILY HOME,2317 OLEAN STREET                        ,11210,5415,7420,2007,985500,-73.95091247558594,40.61526107788086
QUEENS,ROSEDALE                 ,ONE FAMILY HOME,146-07 249TH   STREET                    ,11422,4700,1586,1960,375000,-73.73806762695312,40.65779113769531
BROOKLYN,CANARSIE                 ,TWO FAMILY HOMES,1033 EAST 101ST STREET                   ,11236,3000,2235,1960,625000,-73.89488983154297,40.643428802490234
QUEENS,SPRINGFIELD GARDENS      ,ONE FAMILY HOME,137-17 156TH STREET                      ,11434,4000,1600,1965,380000,-73.77880859375,40.6693115234375
STATEN ISLAND,ANNADALE                 ,ONE FAMILY HOME,541 SYCAMORE STREET                      ,10312,13320,4696,1985,1200000,-74.16793060302734,40.536888122558594
BRONX,WILLIAMSBRIDGE           ,THREE FAMILY HOMES,689 EAST 219 STREET                      ,10467,2143,3259,2005,649000,-73.85995483398438,40.88588333129883
QUEENS,HOWARD BEACH             ,TWO FAMILY HOMES,97-08 156 AVENUE                         ,11414,4000,2250,1950,625000,-73.83229064941406,40.663490295410156
BROOKLYN,FORT GREENE              ,THREE FAMILY HOMES,119 CARLTON AVE                          ,11205,2500,5000,2002,1300000,-73.97283935546875,40.69416046142578
STATEN ISLAND,OAKWOOD-BEACH,TWO FAMILY HOMES,82 GRAYSON STREET,10306,5900,1936,1970,650000,-74.12290954589844,40.556129455566406
QUEENS,JAMAICA                  ,TWO FAMILY HOMES,92-60 172ND STREET                       ,11433,1805,2730,2007,800000,-73.78765106201172,40.7059211730957
BRONX,BAYCHESTER               ,TWO FAMILY HOMES,1469 OAKLEY STREET                       ,10469,1661,2768,2008,575000,-73.84953308105469,40.88037872314453
STATEN ISLAND,TRAVIS,TWO FAMILY HOMES,4002 VICTORY BOULEVARD,10314,4000,2250,1987,540000,-74.18743896484375,40.59339141845703
STATEN ISLAND,GREAT KILLS,ONE FAMILY HOME,8D FRANKLIN LANE,10306,936,1152,1986,374166,-74.15092468261719,40.569618225097656
QUEENS,RICHMOND HILL            ,THREE FAMILY HOMES,97-08 106 STREET                         ,11416,2500,3597,2007,682000,-73.83820343017578,40.6879997253418
QUEENS,HOLLIS                   ,THREE FAMILY HOMES,187-10 90TH AVE                          ,11423,3853,2850,2005,700000,-73.77230072021484,40.712791442871094
QUEENS,CORONA                   ,THREE FAMILY HOMES,10904 34 AVENUE                          ,11368,1293,2703,2001,535000,-73.85078430175781,40.75630569458008
QUEENS,SPRINGFIELD GARDENS      ,ONE FAMILY HOME,174-20 142ND   AVENUE                    ,11434,2723,1700,2003,395865,-73.76563262939453,40.67039108276367
QUEENS,SPRINGFIELD GARDENS      ,ONE FAMILY HOME,174-23 126 AVENUE                        ,11434,3542,1474,1960,365000,-73.76557159423828,40.69316101074219
QUEENS,FLORAL PARK              ,ONE FAMILY HOME,80-38 257TH STREET                       ,11004,4000,1362,1950,520500,-73.71369934082031,40.743141174316406
QUEENS,BELLEROSE,ONE FAMILY HOME,80-62 249 STREET,11426,1854,1224,1945,580000,-73.71803283691406,40.74147033691406
STATEN ISLAND,HUGUENOT                 ,ONE FAMILY HOME,41 ELLSWORTH AVENUE                      ,10312,4200,1680,1965,540000,-74.19960021972656,40.54193878173828
QUEENS,SOUTH OZONE PARK         ,ONE FAMILY HOME,11610 109 AVENUE                         ,11420,8000,2000,2003,387551,-73.82244873046875,40.681461334228516
BRONX,CITY ISLAND              ,TWO FAMILY HOMES,465 MINNIEFORD AVENUE                    ,10464,5000,2856,1970,573000,-73.78787231445312,40.85150146484375
STATEN ISLAND,TOTTENVILLE,TWO FAMILY HOMES,15 ADLERS LANE,10307,12495,4200,1993,1075000,-74.23605346679688,40.507591247558594
QUEENS,COLLEGE POINT            ,ONE FAMILY HOME,132-40 14TH   AVENUE                     ,11356,2000,1540,1945,445000,-73.83495330810547,40.7859992980957
QUEENS,HOWARD BEACH             ,TWO FAMILY HOMES,164-29 98 STREET                         ,11414,4000,2288,1955,643620,-73.8273696899414,40.65779495239258
STATEN ISLAND,NEW SPRINGVILLE          ,ONE FAMILY HOME,346 TRAVIS AVENUE                        ,10314,3552,1331,1980,400000,-74.1540298461914,40.58815002441406
BROOKLYN,EAST NEW YORK            ,THREE FAMILY HOMES,749 WILLIAMS AVENUE                      ,11207,1832,3218,2005,515000,-73.89571380615234,40.657230377197266
QUEENS,REGO PARK                ,ONE FAMILY HOME,100-09 67TH   DRIVE                      ,11375,2173,1444,1960,720000,-73.85353088378906,40.72372055053711
BROOKLYN,OCEAN HILL               ,THREE FAMILY HOMES,1687 PROSPECT PLACE                      ,11233,2427,3638,2007,451000,-73.92053985595703,40.67295837402344
STATEN ISLAND,NEW DORP                 ,ONE FAMILY HOME,128 WEED AVENUE                          ,10306,5050,3700,1950,645000,-74.10639190673828,40.56446838378906
BROOKLYN,SPRING CREEK,ONE FAMILY HOME,757 VANDALIA AVENUE,11239,1900,1606,2016,419666,-73.86689758300781,40.658668518066406
STATEN ISLAND,MANOR HEIGHTS            ,ONE FAMILY HOME,10 LORTEL AVENUE                         ,10314,3558,2229,1960,725000,-74.11312866210938,40.61016082763672
BROOKLYN,MADISON,ONE FAMILY HOME,1856 GERRITSEN AVENUE,11229,2184,1380,1960,400000,-74.11316680908203,40.62331771850586
QUEENS,HOLLIS                   ,ONE FAMILY HOME,186-22 ELMIRA AVENUE                     ,11412,4000,2124,1945,329500,-73.76972198486328,40.70294189453125
STATEN ISLAND,PRINCES BAY              ,ONE FAMILY HOME,73 WILBUR STREET                         ,10309,4060,3240,2001,870000,-74.19413757324219,40.51552963256836
BROOKLYN,BUSHWICK                 ,THREE FAMILY HOMES,988 HALSEY STREET                        ,11207,1800,3616,2004,340000,-73.9145736694336,40.68601989746094
STATEN ISLAND,ELTINGVILLE              ,ONE FAMILY HOME,138 RETFORD AVENUE                       ,10312,4100,1968,1975,523000,-74.16226196289062,40.53847122192383
BROOKLYN,MADISON                  ,ONE FAMILY HOME,2004 HARING STREET                       ,11229,2100,1980,1945,470000,-73.94145202636719,40.60258865356445
QUEENS,ARVERNE                  ,TWO FAMILY HOMES,BAYFIELD AVENUE                          ,11692,4200,2400,2003,370800,-73.784912109375,40.598960876464844
BROOKLYN,BERGEN BEACH             ,ONE FAMILY HOME,9 GEORGETOWN LANE                        ,11234,2455,2163,1996,385000,-73.91435241699219,40.62289810180664
QUEENS,SO. JAMAICA-BAISLEY PARK ,TWO FAMILY HOMES,150-47 119TH   ROAD                      ,11434,3000,2850,2006,544950,-73.78972625732422,40.679100036621094
STATEN ISLAND,NEW BRIGHTON,ONE FAMILY HOME,176 VAN BUREN STREET,10301,5065,1466,1955,510000,-74.09471893310547,40.64413833618164
BROOKLYN,CROWN HEIGHTS            ,TWO FAMILY HOMES,1628 PROSPECT PLACE                      ,11233,1603,2934,2004,429000,-73.92262268066406,40.672698974609375
QUEENS,GLEN OAKS                ,TWO FAMILY HOMES,77-03 252 STREET                         ,11426,3800,1251,1950,525000,-73.71897888183594,40.745361328125
BROOKLYN,OCEAN HILL               ,TWO FAMILY HOMES,278 SUMPTER STREET                       ,11233,2060,2700,2001,330000,-73.9132080078125,40.680599212646484
QUEENS,SO. JAMAICA-BAISLEY PARK ,ONE FAMILY HOME,13716 132 STREET                         ,11436,3400,1782,1945,435000,-73.78897094726562,40.684364318847656
STATEN ISLAND,BULLS HEAD               ,TWO FAMILY HOMES,30 GARY COURT                            ,10314,4960,2827,1975,426000,-74.1583480834961,40.608219146728516
BRONX,MELROSE/CONCOURSE        ,TWO FAMILY HOMES,1355 WEBSTER AVENUE                      ,10456,2250,5800,2005,597545,-74.22915649414062,40.51850128173828
STATEN ISLAND,ROSEBANK                 ,ONE FAMILY HOME,47 ROCKWELL AVENUE                       ,10305,4300,2300,1965,360000,-74.07852935791016,40.60749816894531
STATEN ISLAND,ANNADALE                 ,TWO FAMILY HOMES,24 PEARE PLACE                           ,10312,4000,2000,1980,675000,-74.16673278808594,40.52885055541992
STATEN ISLAND,BULLS HEAD,TWO FAMILY HOMES,255 REGIS DRIVE,10314,3225,1683,1983,520000,-74.16336059570312,40.62065887451172
STATEN ISLAND,WOODROW                  ,ONE FAMILY HOME,12 MARVIN ROAD                           ,10309,4000,2246,1980,470000,-74.21717071533203,40.536949157714844
QUEENS,ARVERNE                  ,TWO FAMILY HOMES,306 BEACH 47 STREET                      ,11691,3804,2160,1960,375000,-73.74124908447266,40.608848571777344
STATEN ISLAND,GREAT KILLS-BAY TERRACE  ,ONE FAMILY HOME,52 SHERIDAN COURT                        ,10306,4200,1248,1955,441000,-74.13408660888672,40.55984878540039
QUEENS,FLUSHING-SOUTH           ,ONE FAMILY HOME,67-24 165 STREET                         ,11365,3000,2025,1955,599000,-73.77517700195312,40.741371154785156
STATEN ISLAND,BULLS HEAD               ,TWO FAMILY HOMES,104 SPARTAN AVENUE                       ,10303,2755,2256,1975,430000,-74.16554260253906,40.625728607177734
STATEN ISLAND,GREAT KILLS,ONE FAMILY HOME,198 ROBINSON AVENUE,10312,2500,1230,1960,475000,-74.15316772460938,40.53887176513672
BROOKLYN,CONEY ISLAND             ,ONE FAMILY HOME,2844 WEST 27 STREET                      ,11224,1652,1344,1989,318000,-73.9677505493164,40.58168029785156
BROOKLYN,SHEEPSHEAD BAY           ,TWO FAMILY HOMES,2554 EAST 29TH   STREET                  ,11235,2000,2210,1950,856000,-73.94119262695312,40.5902214050293
QUEENS,CORONA                   ,TWO FAMILY HOMES,35-26 108 STREET                         ,11368,1700,3140,1999,880000,-74.22915649414062,40.51850128173828
QUEENS,SOUTH JAMAICA            ,TWO FAMILY HOMES,153-16 109 AVENUE                        ,11433,1562,1796,2005,571000,-73.79347229003906,40.69541931152344
STATEN ISLAND,GREAT KILLS,ONE FAMILY HOME,139 SAMPSON AVENUE,10308,5000,2382,1950,806500,-74.15096282958984,40.55521011352539
QUEENS,ASTORIA                  ,ONE FAMILY HOME,25-32 47TH   STREET                      ,11103,2200,1683,1945,500000,-73.90705108642578,40.764549255371094
BROOKLYN,FLATBUSH-EAST            ,TWO FAMILY HOMES,212 EAST 39TH STREET                     ,11203,2000,1620,1970,390000,-73.94120025634766,40.6521110534668
STATEN ISLAND,CONCORD                  ,ONE FAMILY HOME,540 TARGEE STREET                        ,10304,1360,1599,2004,315896,-74.08491516113281,40.613861083984375
QUEENS,FLUSHING-NORTH           ,ONE FAMILY HOME,136-19 BOOTH MEMORIAL AVE                ,11355,4897,1575,1950,1280000,-73.82823181152344,40.74726867675781
QUEENS,FLORAL PARK              ,ONE FAMILY HOME,79-22 268TH   STREET                     ,11040,4000,1196,1950,480000,-73.70520782470703,40.7513313293457
STATEN ISLAND,NEW DORP-HEIGHTS,ONE FAMILY HOME,79 EBONY STREET,10306,2248,1024,1980,515000,-74.12564849853516,40.57350158691406
BROOKLYN,BERGEN BEACH             ,TWO FAMILY HOMES,2069 ROYCE STREET                        ,11234,3161,3636,1965,750000,-73.90483856201172,40.622188568115234
STATEN ISLAND,GREAT KILLS              ,ONE FAMILY HOME,98 EAST MACON AVENUE                     ,10308,2328,1120,1970,404500,-74.16333770751953,40.558311462402344
STATEN ISLAND,SOUTH BEACH              ,TWO FAMILY HOMES,54 KENSINGTON AVENUE                     ,10305,5000,1205,1950,415000,-74.07781219482422,40.59696960449219
BROOKLYN,MILL BASIN               ,ONE FAMILY HOME,2629 EAST 63RD STREET                    ,11234,1992,2384,1960,491000,-73.91107177734375,40.608558654785156
BROOKLYN,BATH BEACH               ,ONE FAMILY HOME,1588 INDEPENDENCE AVENUE                 ,11228,2007,1488,1950,560000,-74.01432037353516,40.60369873046875
STATEN ISLAND,ROSSVILLE                ,TWO FAMILY HOMES,131 BARRY STREET                         ,10309,5329,2495,2006,631315,-74.2161865234375,40.55183029174805
QUEENS,HOLLIS                   ,TWO FAMILY HOMES,90-34 HOLLIS COURT BLVD                  ,11428,4000,1874,1960,399000,-73.75041961669922,40.720069885253906
QUEENS,ROSEDALE                 ,TWO FAMILY HOMES,144-16 232ND   STREET                    ,11413,4920,2862,2005,506126,-73.74667358398438,40.66168975830078
STATEN ISLAND,WESTERLEIGH              ,TWO FAMILY HOMES,253 WILLOW ROAD EAST                     ,10314,4350,1952,1965,590000,-74.15003204345703,40.61893844604492
STATEN ISLAND,GREAT KILLS              ,ONE FAMILY HOME,277 BEACH ROAD                           ,10312,3800,950,1950,377000,-74.15518188476562,40.540218353271484
QUEENS,FAR ROCKAWAY             ,TWO FAMILY HOMES,25-36 FAR ROCKAWAY BLVD                  ,11691,5355,2333,1960,465000,-73.76297760009766,40.599571228027344
QUEENS,HOWARD BEACH             ,ONE FAMILY HOME,158-35 97TH   STREET                     ,11414,6000,1356,1950,639000,-74.22915649414062,40.51850128173828
STATEN ISLAND,ROSEBANK                 ,TWO FAMILY HOMES,258 ST MARYS AVENUE                      ,10305,4000,2560,1975,436000,-74.07553100585938,40.6125373840332
